sample_id,source_task_id,owner_label,target,sample_kind,split,event_id,anchor_time,original_v10_time,lead_bars,lead_minutes,causal_start_time,box_start_time,box_end_time,box_span_bars,box_xc,box_yc,box_w,box_h,image_rel,label_rel
pos_eth3m_20260422T231800Z_t071,71,是,1,owner_yes_early_anchor,val,88,2026-04-22T23:18:00+00:00,2026-04-22T23:33:00+00:00,5,15,2026-04-22T13:21:00+00:00,2026-04-22T23:06:00+00:00,2026-04-22T23:18:00+00:00,5,0.98046875,0.5397574123989218,0.0328125,0.01752021563342318,images/val/pos_eth3m_20260422T231800Z_t071.png,labels/val/pos_eth3m_20260422T231800Z_t071.txt
neg_eth3m_20260423T001200Z_t093,93,不是,0,owner_no_hard_negative,val,88,2026-04-23T00:12:00+00:00,2026-04-23T00:12:00+00:00,0,0,2026-04-22T14:15:00+00:00,,,0,,,,,images/val/neg_eth3m_20260423T001200Z_t093.png,labels/val/neg_eth3m_20260423T001200Z_t093.txt
neg_eth3m_20260423T032100Z_t082,82,不是,0,owner_no_hard_negative,val,89,2026-04-23T03:21:00+00:00,2026-04-23T03:21:00+00:00,0,0,2026-04-22T17:24:00+00:00,,,0,,,,,images/val/neg_eth3m_20260423T032100Z_t082.png,labels/val/neg_eth3m_20260423T032100Z_t082.txt
pos_eth3m_20260423T073600Z_t133,133,是,1,owner_yes_early_anchor,val,90,2026-04-23T07:36:00+00:00,2026-04-23T08:03:00+00:00,9,27,2026-04-22T21:39:00+00:00,2026-04-23T07:24:00+00:00,2026-04-23T07:36:00+00:00,5,0.98046875,0.5977088948787062,0.0328125,0.04986522911051213,images/val/pos_eth3m_20260423T073600Z_t133.png,labels/val/pos_eth3m_20260423T073600Z_t133.txt
neg_eth3m_20260423T090600Z_t007,7,不是,0,owner_no_hard_negative,val,91,2026-04-23T09:06:00+00:00,2026-04-23T09:06:00+00:00,0,0,2026-04-22T23:09:00+00:00,,,0,,,,,images/val/neg_eth3m_20260423T090600Z_t007.png,labels/val/neg_eth3m_20260423T090600Z_t007.txt
neg_eth3m_20260423T090900Z_t158,158,不是,0,owner_no_hard_negative,val,91,2026-04-23T09:09:00+00:00,2026-04-23T09:09:00+00:00,0,0,2026-04-22T23:12:00+00:00,,,0,,,,,images/val/neg_eth3m_20260423T090900Z_t158.png,labels/val/neg_eth3m_20260423T090900Z_t158.txt
neg_eth3m_20260423T091200Z_t113,113,不是,0,owner_no_hard_negative,val,91,2026-04-23T09:12:00+00:00,2026-04-23T09:12:00+00:00,0,0,2026-04-22T23:15:00+00:00,,,0,,,,,images/val/neg_eth3m_20260423T091200Z_t113.png,labels/val/neg_eth3m_20260423T091200Z_t113.txt
pos_eth3m_20260423T165100Z_t080,80,是,1,owner_yes_early_anchor,val,92,2026-04-23T16:51:00+00:00,2026-04-23T17:03:00+00:00,4,12,2026-04-23T06:54:00+00:00,2026-04-23T16:24:00+00:00,2026-04-23T16:51:00+00:00,10,0.968359375,0.5053908355795148,0.05703125,0.07008086253369272,images/val/pos_eth3m_20260423T165100Z_t080.png,labels/val/pos_eth3m_20260423T165100Z_t080.txt
neg_eth3m_20260423T174500Z_t118,118,不是,0,owner_no_hard_negative,val,92,2026-04-23T17:45:00+00:00,2026-04-23T17:45:00+00:00,0,0,2026-04-23T07:48:00+00:00,,,0,,,,,images/val/neg_eth3m_20260423T174500Z_t118.png,labels/val/neg_eth3m_20260423T174500Z_t118.txt
neg_eth3m_20260423T174800Z_t156,156,不是,0,owner_no_hard_negative,val,92,2026-04-23T17:48:00+00:00,2026-04-23T17:48:00+00:00,0,0,2026-04-23T07:51:00+00:00,,,0,,,,,images/val/neg_eth3m_20260423T174800Z_t156.png,labels/val/neg_eth3m_20260423T174800Z_t156.txt
pos_eth3m_20260424T030000Z_t126,126,是,1,owner_yes_early_anchor,val,93,2026-04-24T03:00:00+00:00,2026-04-24T03:39:00+00:00,13,39,2026-04-23T17:03:00+00:00,2026-04-24T02:48:00+00:00,2026-04-24T03:00:00+00:00,5,0.98046875,0.4063342318059299,0.0328125,0.04177897574123989,images/val/pos_eth3m_20260424T030000Z_t126.png,labels/val/pos_eth3m_20260424T030000Z_t126.txt
neg_eth3m_20260424T033300Z_t029,29,不是,0,owner_no_hard_negative,val,93,2026-04-24T03:33:00+00:00,2026-04-24T03:33:00+00:00,0,0,2026-04-23T17:36:00+00:00,,,0,,,,,images/val/neg_eth3m_20260424T033300Z_t029.png,labels/val/neg_eth3m_20260424T033300Z_t029.txt
neg_eth3m_20260424T033600Z_t040,40,不是,0,owner_no_hard_negative,val,93,2026-04-24T03:36:00+00:00,2026-04-24T03:36:00+00:00,0,0,2026-04-23T17:39:00+00:00,,,0,,,,,images/val/neg_eth3m_20260424T033600Z_t040.png,labels/val/neg_eth3m_20260424T033600Z_t040.txt
pos_eth3m_20260427T045400Z_t143,143,是,1,owner_yes_early_anchor,val,94,2026-04-27T04:54:00+00:00,2026-04-27T05:06:00+00:00,4,12,2026-04-26T18:57:00+00:00,2026-04-27T04:36:00+00:00,2026-04-27T04:54:00+00:00,7,0.97578125,0.4272237196765499,0.0421875,0.1105121293800539,images/val/pos_eth3m_20260427T045400Z_t143.png,labels/val/pos_eth3m_20260427T045400Z_t143.txt
pos_eth3m_20260427T045700Z_t106,106,是,1,owner_yes_early_anchor,val,94,2026-04-27T04:57:00+00:00,2026-04-27T05:24:00+00:00,9,27,2026-04-26T19:00:00+00:00,2026-04-27T04:45:00+00:00,2026-04-27T04:57:00+00:00,5,0.98046875,0.42587601078167114,0.0328125,0.10242587601078167,images/val/pos_eth3m_20260427T045700Z_t106.png,labels/val/pos_eth3m_20260427T045700Z_t106.txt
pos_eth3m_20260427T050300Z_t079,79,是,1,owner_yes_early_anchor,val,94,2026-04-27T05:03:00+00:00,2026-04-27T05:33:00+00:00,10,30,2026-04-26T19:06:00+00:00,2026-04-27T04:51:00+00:00,2026-04-27T05:03:00+00:00,5,0.98046875,0.42654986522911054,0.0328125,0.09568733153638814,images/val/pos_eth3m_20260427T050300Z_t079.png,labels/val/pos_eth3m_20260427T050300Z_t079.txt
neg_eth3m_20260427T053600Z_t060,60,不是,0,owner_no_hard_negative,val,94,2026-04-27T05:36:00+00:00,2026-04-27T05:36:00+00:00,0,0,2026-04-26T19:39:00+00:00,,,0,,,,,images/val/neg_eth3m_20260427T053600Z_t060.png,labels/val/neg_eth3m_20260427T053600Z_t060.txt
pos_eth3m_20260427T145400Z_t032,32,是,1,owner_yes_early_anchor,val,95,2026-04-27T14:54:00+00:00,2026-04-27T15:12:00+00:00,6,18,2026-04-27T04:57:00+00:00,2026-04-27T14:36:00+00:00,2026-04-27T14:54:00+00:00,7,0.97578125,0.6859838274932615,0.0421875,0.07008086253369272,images/val/pos_eth3m_20260427T145400Z_t032.png,labels/val/pos_eth3m_20260427T145400Z_t032.txt
pos_eth3m_20260428T022400Z_t125,125,是,1,owner_yes_early_anchor,val,96,2026-04-28T02:24:00+00:00,2026-04-28T02:45:00+00:00,7,21,2026-04-27T16:27:00+00:00,2026-04-28T02:09:00+00:00,2026-04-28T02:24:00+00:00,6,0.978125,0.4568733153638814,0.0375,0.06199460916442048,images/val/pos_eth3m_20260428T022400Z_t125.png,labels/val/pos_eth3m_20260428T022400Z_t125.txt
neg_eth3m_20260428T064200Z_t094,94,不是,0,owner_no_hard_negative,val,97,2026-04-28T06:42:00+00:00,2026-04-28T06:42:00+00:00,0,0,2026-04-27T20:45:00+00:00,,,0,,,,,images/val/neg_eth3m_20260428T064200Z_t094.png,labels/val/neg_eth3m_20260428T064200Z_t094.txt
neg_eth3m_20260428T064500Z_t135,135,不是,0,owner_no_hard_negative,val,97,2026-04-28T06:45:00+00:00,2026-04-28T06:45:00+00:00,0,0,2026-04-27T20:48:00+00:00,,,0,,,,,images/val/neg_eth3m_20260428T064500Z_t135.png,labels/val/neg_eth3m_20260428T064500Z_t135.txt
pos_eth3m_20260429T120000Z_t011,11,是,1,owner_yes_early_anchor,val,98,2026-04-29T12:00:00+00:00,2026-04-29T12:24:00+00:00,8,24,2026-04-29T02:03:00+00:00,2026-04-29T11:48:00+00:00,2026-04-29T12:00:00+00:00,5,0.98046875,0.40431266846361186,0.0328125,0.05929919137466307,images/val/pos_eth3m_20260429T120000Z_t011.png,labels/val/pos_eth3m_20260429T120000Z_t011.txt
neg_eth3m_20260429T134200Z_t087,87,不是,0,owner_no_hard_negative,val,99,2026-04-29T13:42:00+00:00,2026-04-29T13:42:00+00:00,0,0,2026-04-29T03:45:00+00:00,,,0,,,,,images/val/neg_eth3m_20260429T134200Z_t087.png,labels/val/neg_eth3m_20260429T134200Z_t087.txt
neg_eth3m_20260429T154800Z_t189,189,不是,0,owner_no_hard_negative,val,100,2026-04-29T15:48:00+00:00,2026-04-29T15:48:00+00:00,0,0,2026-04-29T05:51:00+00:00,,,0,,,,,images/val/neg_eth3m_20260429T154800Z_t189.png,labels/val/neg_eth3m_20260429T154800Z_t189.txt
neg_eth3m_20260429T155100Z_t194,194,不是,0,owner_no_hard_negative,val,100,2026-04-29T15:51:00+00:00,2026-04-29T15:51:00+00:00,0,0,2026-04-29T05:54:00+00:00,,,0,,,,,images/val/neg_eth3m_20260429T155100Z_t194.png,labels/val/neg_eth3m_20260429T155100Z_t194.txt
neg_eth3m_20260429T155400Z_t184,184,不是,0,owner_no_hard_negative,val,100,2026-04-29T15:54:00+00:00,2026-04-29T15:54:00+00:00,0,0,2026-04-29T05:57:00+00:00,,,0,,,,,images/val/neg_eth3m_20260429T155400Z_t184.png,labels/val/neg_eth3m_20260429T155400Z_t184.txt
neg_eth3m_20260429T182400Z_t059,59,不是,0,owner_no_hard_negative,val,101,2026-04-29T18:24:00+00:00,2026-04-29T18:24:00+00:00,0,0,2026-04-29T08:27:00+00:00,,,0,,,,,images/val/neg_eth3m_20260429T182400Z_t059.png,labels/val/neg_eth3m_20260429T182400Z_t059.txt
neg_eth3m_20260430T024500Z_t157,157,不是,0,owner_no_hard_negative,val,102,2026-04-30T02:45:00+00:00,2026-04-30T02:45:00+00:00,0,0,2026-04-29T16:48:00+00:00,,,0,,,,,images/val/neg_eth3m_20260430T024500Z_t157.png,labels/val/neg_eth3m_20260430T024500Z_t157.txt
neg_eth3m_20260430T024800Z_t036,36,不是,0,owner_no_hard_negative,val,102,2026-04-30T02:48:00+00:00,2026-04-30T02:48:00+00:00,0,0,2026-04-29T16:51:00+00:00,,,0,,,,,images/val/neg_eth3m_20260430T024800Z_t036.png,labels/val/neg_eth3m_20260430T024800Z_t036.txt
neg_eth3m_20260430T033000Z_t004,4,不是,0,owner_no_hard_negative,val,102,2026-04-30T03:30:00+00:00,2026-04-30T03:30:00+00:00,0,0,2026-04-29T17:33:00+00:00,,,0,,,,,images/val/neg_eth3m_20260430T033000Z_t004.png,labels/val/neg_eth3m_20260430T033000Z_t004.txt
pos_eth3m_20260501T200000Z_t006,6,是,1,owner_yes_early_anchor,val,103,2026-05-01T20:00:00+00:00,2026-05-01T20:39:00+00:00,13,39,2026-05-01T10:03:00+00:00,2026-05-01T19:48:00+00:00,2026-05-01T20:00:00+00:00,5,0.98046875,0.46900269541778977,0.0328125,0.029649595687331536,images/val/pos_eth3m_20260501T200000Z_t006.png,labels/val/pos_eth3m_20260501T200000Z_t006.txt
pos_eth3m_20260501T200600Z_t069,69,是,1,owner_yes_early_anchor,val,103,2026-05-01T20:06:00+00:00,2026-05-01T20:42:00+00:00,12,36,2026-05-01T10:09:00+00:00,2026-05-01T19:54:00+00:00,2026-05-01T20:06:00+00:00,5,0.98046875,0.4696765498652291,0.0328125,0.02830188679245283,images/val/pos_eth3m_20260501T200600Z_t069.png,labels/val/pos_eth3m_20260501T200600Z_t069.txt
pos_eth3m_20260501T201800Z_t070,70,是,1,owner_yes_early_anchor,val,103,2026-05-01T20:18:00+00:00,2026-05-01T20:54:00+00:00,12,36,2026-05-01T10:21:00+00:00,2026-05-01T20:06:00+00:00,2026-05-01T20:18:00+00:00,5,0.98046875,0.4811320754716981,0.0328125,0.026954177897574125,images/val/pos_eth3m_20260501T201800Z_t070.png,labels/val/pos_eth3m_20260501T201800Z_t070.txt
